Student_ID,GPA,Learning_Style,Available_Hours_Per_Day,Free_Days_Per_Week,Subject_Count,Exam_Priority,Weak_Subjects_Count,Recommended_Hours_Per_Subject
525,5.08,Kinesthetic,4,6,7,Medium,0,0.49
526,6.32,Visual,7,7,7,High,2,1.44
527,9.97,Kinesthetic,4,4,4,Medium,3,0.74
528,8.05,Auditory,8,3,8,Low,3,0.45
529,7.88,Auditory,3,6,5,Low,1,0.45
530,9.23,Visual,7,5,8,High,3,0.98
531,9.52,Kinesthetic,4,6,7,Medium,1,0.54
532,6.61,Auditory,6,6,6,Medium,2,1.03
533,8.11,Visual,2,7,6,Low,3,0.35
534,7.12,Auditory,2,5,5,Low,0,0.23
535,6.88,Visual,2,5,7,High,1,0.27
536,9.31,Kinesthetic,6,7,5,Medium,3,1.56
537,8.27,Reading,7,4,4,High,0,1.2
538,8.73,Kinesthetic,6,4,7,Medium,0,0.49
539,8.58,Kinesthetic,8,3,8,Low,0,0.34
540,6.73,Visual,4,4,8,Medium,1,0.31
541,7.39,Reading,6,7,6,Medium,0,1.0
542,5.03,Visual,2,6,6,High,3,0.45
543,9.73,Auditory,6,3,7,Medium,2,0.44
544,8.76,Auditory,6,3,8,Medium,0,0.32
545,8.8,Reading,7,6,7,Low,2,0.82
546,7.62,Visual,2,3,4,High,3,0.33
547,9.53,Visual,5,3,7,Low,2,0.29
548,5.4,Auditory,8,6,5,High,3,2.14
549,8.87,Visual,7,7,6,Low,3,1.21
550,6.58,Kinesthetic,2,5,8,Medium,2,0.21
551,6.5,Auditory,4,4,5,Medium,2,0.55
552,8.48,Auditory,8,7,7,Low,2,1.1
553,5.5,Auditory,8,6,7,Low,0,0.78
554,8.25,Auditory,6,7,4,Low,1,1.32
555,8.14,Visual,4,4,5,Low,2,0.44
556,6.44,Visual,8,7,5,High,1,2.11
557,5.69,Kinesthetic,8,7,8,High,3,1.56
558,8.57,Auditory,2,5,4,Medium,1,0.39
559,8.13,Kinesthetic,6,5,5,High,3,1.34
560,7.88,Kinesthetic,4,5,5,Medium,0,0.57
561,8.67,Reading,5,4,5,High,2,0.82
562,5.64,Reading,7,6,4,Low,0,1.2
563,9.57,Visual,2,7,5,Low,0,0.32
564,6.11,Kinesthetic,8,7,8,Medium,3,1.3
565,7.0,Kinesthetic,7,7,4,High,0,2.1
566,8.2,Auditory,7,5,6,High,1,1.1
567,7.25,Reading,3,7,7,Medium,3,0.56
568,7.04,Kinesthetic,8,6,5,Low,1,1.21
569,5.87,Kinesthetic,2,7,5,Medium,3,0.52
570,9.88,Visual,7,5,4,Medium,2,1.5
571,8.15,Reading,8,5,7,Medium,0,0.82
572,7.67,Reading,4,6,8,High,2,0.62
573,6.22,Kinesthetic,4,7,6,Low,3,0.69
574,5.34,Kinesthetic,5,3,5,Low,0,0.34
575,9.36,Auditory,2,4,6,High,2,0.27
576,9.0,Reading,6,6,7,Medium,2,0.88
577,7.61,Kinesthetic,8,6,8,Medium,1,0.94
578,6.13,Visual,5,5,7,High,3,0.8
579,7.36,Kinesthetic,4,6,6,Medium,2,0.69
580,8.35,Visual,7,5,8,Medium,1,0.69
581,7.03,Visual,3,4,6,High,0,0.34
582,9.15,Visual,3,3,4,Low,3,0.33
583,7.98,Auditory,4,5,8,Low,1,0.31
584,7.22,Kinesthetic,8,3,4,Low,0,0.69
585,6.1,Visual,2,3,8,High,1,0.14
586,8.09,Auditory,8,4,6,Low,0,0.61
587,5.11,Reading,7,5,8,Low,2,0.6
588,7.25,Visual,8,5,5,High,1,1.51
589,8.62,Visual,6,6,5,Medium,2,1.23
590,7.16,Kinesthetic,2,6,4,Low,1,0.38
591,8.24,Reading,6,7,8,High,1,0.99
592,9.52,Visual,6,3,5,Low,1,0.45
593,8.28,Auditory,8,4,6,Low,0,0.61
594,9.12,Kinesthetic,6,7,4,Low,0,1.2
595,7.76,Auditory,4,6,7,High,1,0.65
596,6.05,Auditory,7,3,6,High,3,0.78
597,6.75,Auditory,7,3,8,Medium,2,0.45
598,8.16,Auditory,2,3,5,High,2,0.25
599,7.2,Auditory,6,4,8,Low,0,0.34
600,6.09,Auditory,5,4,6,High,2,0.69
601,9.02,Visual,8,6,4,Medium,3,2.23
602,8.47,Visual,6,3,5,Medium,0,0.51
603,9.04,Auditory,7,6,4,High,0,1.8
604,8.71,Auditory,5,4,4,High,2,1.03
605,9.4,Auditory,3,5,4,High,2,0.77
606,9.44,Visual,4,4,6,Low,0,0.3
607,9.56,Reading,7,6,4,Medium,3,1.95
608,8.66,Reading,2,6,5,Medium,1,0.38
609,7.55,Visual,4,6,7,Medium,1,0.54
610,6.41,Reading,5,7,6,Low,2,0.8
611,9.63,Reading,5,5,6,High,2,0.86
612,5.33,Reading,8,3,8,High,3,0.67
613,9.56,Visual,5,5,8,High,0,0.54
614,5.59,Reading,8,7,8,Medium,1,1.1
615,8.63,Visual,3,6,5,Medium,3,0.67
616,6.7,Visual,8,3,7,High,2,0.71
617,6.51,Auditory,2,6,8,Low,1,0.19
618,5.93,Visual,7,4,8,High,3,0.78
619,9.05,Kinesthetic,8,7,8,Medium,3,1.3
620,8.18,Kinesthetic,6,7,6,High,0,1.2
621,8.16,Reading,7,7,7,Medium,0,1.0
622,7.88,Auditory,5,4,7,High,1,0.54
623,9.82,Visual,5,4,7,Medium,3,0.53
624,7.88,Reading,2,5,7,Low,0,0.16
625,7.83,Visual,7,6,6,Low,0,0.8
626,7.26,Visual,8,6,8,High,3,1.34
627,8.93,Visual,4,6,8,Low,2,0.41
628,5.39,Kinesthetic,8,5,8,High,0,0.86
629,7.14,Reading,8,6,8,High,2,1.23
630,6.59,Kinesthetic,2,5,6,High,0,0.29
631,9.58,Reading,7,3,6,Low,0,0.4
632,6.46,Visual,8,6,4,Medium,2,2.06
633,6.21,Reading,2,7,5,Medium,2,0.48
634,7.9,Auditory,7,3,6,Low,1,0.44
635,6.75,Kinesthetic,4,4,8,High,1,0.38
636,5.88,Reading,5,5,5,Low,0,0.57
637,8.96,Visual,5,5,8,Low,2,0.43
638,5.0,Auditory,6,3,7,High,0,0.44
639,8.44,Kinesthetic,2,5,7,Low,3,0.21
640,5.85,Kinesthetic,5,4,6,High,1,0.63
641,8.48,Visual,6,7,7,Medium,1,0.94
642,8.12,Visual,7,7,7,Medium,2,1.2
643,9.0,Visual,2,5,4,High,0,0.43
644,6.75,Kinesthetic,7,4,6,High,0,0.8
645,8.83,Visual,2,3,6,Low,0,0.11
646,7.77,Kinesthetic,6,7,5,Low,3,1.25
647,7.8,Kinesthetic,8,3,8,Low,2,0.41
648,8.61,Auditory,4,3,8,Medium,0,0.21
649,7.07,Reading,3,3,7,High,2,0.26
650,9.62,Kinesthetic,6,6,6,Medium,0,0.86
651,5.43,Visual,5,5,8,Low,1,0.39
652,9.24,Visual,6,5,8,Medium,2,0.64
653,5.89,Reading,7,5,4,Low,2,1.2
654,9.69,Visual,3,3,7,High,2,0.26
655,6.7,Kinesthetic,2,5,5,Medium,3,0.37
656,9.42,Kinesthetic,7,6,8,High,0,0.9
657,7.67,Kinesthetic,7,6,7,High,2,1.23
658,5.37,Kinesthetic,2,6,4,Low,2,0.41
659,6.48,Kinesthetic,2,4,8,Low,0,0.11
660,8.02,Visual,8,7,6,Low,0,1.07
661,7.93,Kinesthetic,2,3,7,Medium,2,0.15
662,8.41,Auditory,2,3,6,Low,1,0.13
663,9.27,Visual,2,6,6,Medium,3,0.37
664,9.04,Visual,4,6,7,Medium,1,0.54
665,8.88,Reading,3,3,8,Medium,3,0.21
666,7.16,Auditory,2,6,5,Low,1,0.3
667,5.75,Reading,5,6,7,High,1,0.81
668,7.42,Reading,3,4,4,High,0,0.51
669,5.4,Reading,4,5,4,Medium,1,0.79
670,10.0,Visual,8,6,7,High,2,1.41
671,9.14,Reading,7,3,8,High,3,0.58
672,7.25,Reading,5,6,4,Low,1,0.94
673,6.97,Reading,7,6,7,Medium,1,0.94
674,6.14,Auditory,8,6,8,Low,1,0.75
675,9.8,Auditory,3,6,7,High,3,0.57
676,5.09,Reading,8,4,4,High,2,1.65
677,9.33,Auditory,7,3,7,Low,3,0.45
678,7.36,Auditory,7,4,4,Medium,1,1.1
679,8.47,Reading,4,7,8,Low,3,0.52
680,5.84,Visual,2,5,7,Medium,2,0.24
681,6.78,Visual,3,7,8,Medium,1,0.41
682,9.12,Auditory,4,6,4,Medium,1,0.94
683,8.89,Kinesthetic,5,4,6,Medium,3,0.62
684,8.59,Auditory,8,4,8,High,3,0.89
685,5.67,Reading,4,3,5,Medium,3,0.45
686,6.01,Visual,2,4,7,High,3,0.25
687,9.67,Auditory,7,7,8,High,1,1.16
688,8.85,Visual,3,6,5,Low,3,0.53
689,5.43,Visual,5,5,4,Low,0,0.71
690,8.65,Auditory,3,4,8,Medium,2,0.26
691,6.24,Auditory,5,6,4,High,1,1.41
692,5.21,Auditory,5,4,8,Medium,0,0.36
693,5.29,Kinesthetic,7,4,6,Low,0,0.53
694,8.72,Visual,7,5,8,Low,3,0.65
695,9.59,Visual,6,7,6,Low,3,1.04
696,7.31,Auditory,2,7,8,Medium,0,0.25
697,5.49,Visual,3,4,4,Medium,0,0.43
698,9.81,Kinesthetic,4,6,5,Low,1,0.6
699,5.24,Reading,6,3,4,Low,0,0.51
700,7.44,Visual,3,3,6,Low,3,0.22
701,6.65,Auditory,7,4,7,High,0,0.69
702,8.75,Auditory,5,6,8,Medium,2,0.64
703,7.58,Reading,2,5,5,Medium,1,0.31
704,5.84,Auditory,8,5,7,Medium,0,0.82
705,8.43,Kinesthetic,4,3,8,Medium,1,0.24
706,8.79,Visual,7,7,4,Medium,3,2.27
707,8.49,Reading,2,3,5,High,0,0.21
708,6.92,Kinesthetic,8,5,6,High,2,1.37
709,8.15,Reading,7,6,6,Low,0,0.8
710,9.64,Kinesthetic,6,6,8,Low,1,0.57
711,5.23,Reading,5,5,4,High,0,1.07
712,7.09,Auditory,8,4,6,Low,0,0.61
713,5.94,Reading,3,3,8,Medium,3,0.21
714,6.8,Kinesthetic,3,6,6,Low,3,0.45
715,8.17,Visual,4,4,6,Medium,2,0.46
716,5.96,Auditory,5,5,7,High,3,0.8
717,8.79,Auditory,4,5,8,High,3,0.56
718,9.7,Auditory,8,5,7,Medium,1,0.9
719,8.19,Visual,4,3,8,Low,2,0.21
720,6.78,Visual,2,3,8,High,1,0.14
721,5.59,Reading,4,7,4,High,1,1.32
722,9.91,Kinesthetic,3,4,7,Low,1,0.22
723,9.02,Visual,8,7,4,Medium,3,2.6
724,9.96,Auditory,6,3,6,Low,2,0.41
725,5.08,Visual,4,5,8,High,1,0.47
726,6.29,Auditory,6,3,6,Medium,1,0.47
727,8.72,Auditory,7,5,5,Medium,2,1.2
728,6.32,Kinesthetic,8,5,7,Medium,1,0.9
729,7.46,Visual,7,7,7,Medium,0,1.0
730,8.01,Kinesthetic,8,3,7,Medium,0,0.49
731,9.26,Auditory,2,7,8,High,1,0.33
732,7.74,Kinesthetic,7,7,5,High,3,2.18
733,8.34,Auditory,3,5,5,Medium,2,0.51
734,9.82,Kinesthetic,6,4,5,Medium,3,0.89
735,7.77,Visual,4,4,4,Low,1,0.5
736,9.43,Reading,5,4,6,Low,0,0.38
737,8.17,Auditory,2,5,6,Low,1,0.21
738,7.7,Auditory,5,3,4,High,2,0.77
739,8.68,Auditory,6,6,6,Low,2,0.82
740,9.07,Visual,8,4,6,Medium,3,0.99
741,7.11,Reading,8,6,8,Low,0,0.69
742,6.31,Visual,8,4,8,Low,0,0.46
743,5.54,Auditory,2,7,8,High,1,0.33
744,7.97,Visual,8,3,4,High,1,1.13
745,5.77,Kinesthetic,4,6,6,Low,1,0.5
746,9.15,Kinesthetic,7,5,6,Medium,2,1.0
747,5.57,Visual,8,7,6,Medium,2,1.6
748,6.88,Auditory,5,4,7,High,1,0.54
749,7.08,Kinesthetic,7,6,5,Medium,3,1.56
750,7.21,Visual,6,3,7,Medium,3,0.48
751,6.08,Visual,7,6,8,Medium,1,0.83
752,8.84,Kinesthetic,8,3,6,Medium,3,0.74
753,6.92,Visual,8,7,6,Low,3,1.39
754,9.91,Kinesthetic,4,4,5,Low,1,0.4
755,6.64,Visual,6,7,6,High,0,1.2
756,6.99,Visual,6,4,4,High,2,1.23
757,9.96,Kinesthetic,6,3,6,Low,1,0.38
758,6.39,Reading,2,7,6,Medium,3,0.43
759,6.21,Kinesthetic,4,4,7,Low,1,0.29
760,6.42,Kinesthetic,2,5,5,Low,0,0.23
761,6.59,Visual,3,5,4,Low,3,0.56
762,7.07,Visual,4,7,6,Low,0,0.53
763,9.42,Visual,3,3,7,Medium,2,0.22
764,7.02,Reading,4,6,5,Medium,1,0.75
765,9.8,Auditory,4,5,8,High,3,0.56
766,9.6,Kinesthetic,5,4,4,Medium,3,0.93
767,5.84,Visual,7,6,7,High,3,1.34
768,9.78,Visual,3,4,6,Medium,1,0.31
769,6.98,Reading,8,5,6,High,1,1.26
770,6.57,Kinesthetic,7,6,5,High,3,1.87
771,9.59,Visual,8,6,4,High,0,2.06
772,6.08,Kinesthetic,7,6,7,Medium,1,0.94
773,7.0,Kinesthetic,5,6,8,Low,3,0.56
774,5.49,Kinesthetic,6,7,6,Low,0,0.8
775,6.17,Auditory,5,6,4,Medium,2,1.29
776,7.63,Reading,8,3,6,Medium,1,0.63
777,7.86,Reading,4,7,8,Medium,1,0.55
778,5.09,Visual,4,7,5,Low,3,0.83
779,6.85,Visual,6,4,8,High,1,0.57
780,6.89,Kinesthetic,6,7,6,High,1,1.32
781,9.87,Kinesthetic,8,7,7,High,0,1.37
782,7.5,Auditory,8,3,4,Low,1,0.75
783,7.51,Auditory,5,4,7,Medium,3,0.53
784,7.0,Auditory,2,4,5,Low,1,0.2
785,7.63,Auditory,4,7,5,Low,2,0.77
786,6.53,Visual,6,6,5,High,1,1.36
787,8.9,Visual,5,6,7,Low,0,0.49
788,9.76,Auditory,3,6,7,Medium,1,0.4
789,9.04,Kinesthetic,6,6,8,Medium,0,0.64
790,9.27,Kinesthetic,6,3,8,Low,3,0.33
791,7.86,Kinesthetic,5,6,8,Medium,1,0.59
792,6.63,Auditory,4,6,6,Low,2,0.55
793,9.19,Visual,5,5,7,High,2,0.73
794,9.68,Kinesthetic,3,7,7,Medium,2,0.51
795,5.56,Auditory,6,6,5,High,0,1.23
796,9.34,Kinesthetic,5,4,8,High,0,0.43
797,8.87,Visual,2,3,4,Low,1,0.19
798,5.94,Visual,4,6,5,High,0,0.82
799,9.25,Reading,6,4,5,Low,2,0.66
800,6.07,Auditory,4,7,4,High,0,1.2
801,7.03,Visual,8,5,8,High,0,0.86
802,9.93,Kinesthetic,5,5,8,Low,1,0.39
803,5.02,Auditory,7,3,8,Medium,1,0.41
804,8.36,Visual,2,4,5,Medium,3,0.3
805,6.73,Visual,4,4,6,Low,1,0.34
806,8.97,Reading,7,4,7,High,0,0.69
807,9.3,Kinesthetic,8,5,7,Medium,2,0.98
808,8.95,Visual,8,4,7,Low,1,0.57
809,5.79,Auditory,3,5,6,Medium,0,0.36
810,5.99,Reading,8,3,5,Medium,3,0.89
811,7.78,Auditory,2,6,6,Low,1,0.25
812,6.09,Reading,6,4,8,Medium,2,0.51
813,5.72,Reading,2,6,5,Medium,1,0.38
814,8.74,Visual,4,6,7,Medium,0,0.49
815,6.4,Kinesthetic,2,3,5,Medium,2,0.21
816,6.92,Visual,3,4,7,High,2,0.35
817,5.33,Kinesthetic,2,5,4,Medium,2,0.43
818,9.51,Auditory,8,5,8,Low,0,0.57
819,6.84,Kinesthetic,4,7,5,Low,1,0.7
820,8.45,Auditory,3,4,6,Low,2,0.27
821,5.78,Kinesthetic,8,5,8,Low,2,0.69
822,9.8,Kinesthetic,3,7,8,Low,0,0.3
823,8.35,Kinesthetic,5,4,7,Low,1,0.36
824,7.91,Kinesthetic,4,7,5,Low,0,0.64
825,5.34,Visual,5,3,6,Medium,2,0.43
826,8.94,Auditory,4,4,8,Low,1,0.25
827,5.58,Reading,8,6,4,High,1,2.26
828,9.58,Visual,2,3,4,Low,1,0.19
829,8.35,Reading,3,4,8,Medium,2,0.26
830,7.57,Visual,4,7,6,Low,3,0.69
831,8.05,Kinesthetic,2,6,5,Low,0,0.27
832,5.5,Kinesthetic,7,3,5,Low,1,0.53
833,9.18,Reading,2,7,6,Low,0,0.27
834,7.95,Visual,8,7,6,High,1,1.76
835,6.1,Kinesthetic,8,4,8,Medium,2,0.69
836,9.62,Auditory,8,4,7,High,1,0.86
837,6.19,Kinesthetic,3,7,7,Medium,3,0.56
838,8.44,Visual,6,3,6,Medium,1,0.47
839,7.85,Kinesthetic,3,4,5,Low,1,0.3
840,9.64,Kinesthetic,4,7,7,Medium,1,0.63
841,7.14,Auditory,2,4,8,Medium,0,0.14
842,5.04,Visual,7,6,6,High,2,1.44
843,7.49,Kinesthetic,5,6,7,High,0,0.73
844,7.57,Reading,8,6,7,High,2,1.41
845,9.56,Visual,5,3,4,High,1,0.71
846,9.49,Kinesthetic,8,3,8,High,2,0.62
847,5.88,Reading,5,6,7,Low,3,0.64
848,6.33,Auditory,8,4,8,Low,1,0.5
849,5.45,Kinesthetic,2,3,8,High,3,0.17
850,5.59,Kinesthetic,4,5,6,High,3,0.74
851,7.25,Kinesthetic,3,7,6,Low,2,0.48
852,7.23,Auditory,6,7,4,High,1,1.98
853,8.51,Visual,5,5,5,Medium,3,0.93
854,8.01,Kinesthetic,4,4,6,High,1,0.5
855,9.12,Auditory,2,5,4,High,1,0.47
856,9.92,Visual,3,5,8,Low,1,0.24
857,9.44,Reading,6,6,4,Low,0,1.03
858,8.75,Reading,3,5,7,Low,3,0.32
859,7.1,Visual,2,6,4,Low,2,0.41
860,6.22,Visual,5,7,5,High,0,1.2
861,5.52,Auditory,8,3,7,High,2,0.71
862,6.34,Kinesthetic,6,6,7,Low,2,0.71
863,7.64,Auditory,4,3,4,Low,0,0.34
864,8.12,Kinesthetic,7,4,8,High,2,0.72
865,5.84,Visual,8,5,6,Medium,2,1.14
866,7.32,Auditory,5,4,5,Low,2,0.55
867,5.97,Visual,8,4,7,Medium,3,0.85
868,7.98,Reading,7,6,6,Medium,0,1.0
869,8.9,Visual,6,5,4,Medium,0,1.07
870,8.16,Visual,4,4,6,High,1,0.5
871,6.93,Auditory,2,5,7,Low,2,0.2
872,6.58,Reading,8,5,5,Medium,1,1.26
873,8.57,Visual,2,3,5,High,0,0.21
874,7.26,Auditory,7,4,8,Low,2,0.48
875,9.81,Reading,8,6,6,Medium,1,1.26
876,9.58,Visual,5,7,7,Medium,3,0.93
877,9.16,Visual,4,5,5,High,1,0.75
878,5.95,Visual,2,3,8,Medium,2,0.13
879,6.88,Reading,7,4,5,High,1,1.06
880,8.49,Kinesthetic,3,5,4,High,2,0.77
881,7.13,Reading,6,5,6,Low,1,0.63
882,7.1,Visual,6,7,6,Low,2,0.96
883,9.22,Auditory,2,4,8,High,3,0.22
884,9.88,Kinesthetic,4,6,4,High,1,1.13
885,9.62,Visual,8,5,4,High,3,2.23
886,5.58,Reading,8,3,8,Medium,0,0.43
887,5.39,Visual,2,6,7,Low,1,0.22
888,7.45,Visual,2,4,4,Medium,2,0.34
889,6.69,Reading,8,7,5,High,0,1.92
890,6.7,Auditory,2,3,8,Low,0,0.09
891,9.68,Auditory,7,6,6,Low,3,1.04
892,8.12,Auditory,4,4,6,Medium,0,0.38
893,7.8,Visual,2,4,8,Medium,3,0.19
894,7.95,Kinesthetic,4,5,5,Low,2,0.55
895,7.19,Kinesthetic,4,3,6,High,3,0.45
896,8.98,Kinesthetic,8,6,6,Medium,2,1.37
897,6.56,Visual,4,6,6,Medium,0,0.57
898,8.82,Reading,5,5,8,Medium,3,0.58
899,7.51,Reading,6,7,6,Low,1,0.88
900,6.84,Visual,7,4,8,Low,0,0.4
901,5.59,Kinesthetic,7,7,4,Low,0,1.4
902,9.52,Auditory,3,5,7,Low,3,0.32
903,6.81,Auditory,6,6,6,Medium,0,0.86
904,6.7,Auditory,7,4,6,High,3,1.04
905,9.49,Kinesthetic,2,7,6,Medium,2,0.4
906,7.08,Reading,8,7,8,Medium,2,1.2
907,7.11,Reading,6,5,8,Medium,1,0.59
908,9.59,Auditory,5,7,7,Medium,3,0.93
909,7.45,Kinesthetic,6,6,8,High,3,1.0
910,6.91,Visual,5,5,5,Medium,1,0.79
911,9.19,Visual,4,6,7,Low,0,0.39
912,9.94,Auditory,6,7,4,Low,3,1.56
913,5.46,Reading,2,4,6,Low,1,0.17
914,7.44,Auditory,3,7,8,Medium,2,0.45
915,8.73,Reading,5,6,5,High,2,1.23
916,6.7,Reading,2,5,6,Low,3,0.25
917,5.25,Auditory,3,6,6,High,1,0.57
918,8.43,Visual,7,7,6,Medium,3,1.52
919,6.13,Visual,6,5,6,Medium,1,0.79
920,6.4,Kinesthetic,4,6,4,Low,3,0.89
921,5.18,Kinesthetic,3,7,6,Low,0,0.4
922,6.67,Visual,6,6,4,High,1,1.7
923,6.43,Reading,2,6,5,High,2,0.49
924,7.35,Kinesthetic,4,4,8,High,0,0.34
925,9.35,Auditory,5,4,7,Medium,3,0.53
926,5.54,Auditory,7,5,4,High,1,1.65
927,7.28,Reading,7,4,8,Medium,0,0.5
928,6.46,Kinesthetic,8,4,4,Medium,3,1.49
929,5.51,Auditory,4,7,6,Medium,3,0.87
930,9.51,Kinesthetic,6,7,6,High,2,1.44
931,5.13,Kinesthetic,6,5,5,High,0,1.03
932,8.48,Reading,7,6,4,Medium,3,1.95
933,9.06,Visual,6,6,6,High,3,1.34
934,9.19,Auditory,8,6,6,Medium,0,1.14
935,9.51,Visual,7,4,7,High,2,0.82
936,5.97,Kinesthetic,3,6,6,Low,1,0.38
937,6.35,Visual,8,7,6,High,0,1.6
938,9.22,Reading,7,7,4,High,3,2.73
939,5.36,Auditory,2,4,8,Low,2,0.14
940,7.98,Auditory,4,7,5,Medium,3,1.04
941,9.58,Auditory,4,7,8,Medium,3,0.65
942,8.09,Reading,7,7,8,High,3,1.37
943,5.29,Reading,8,3,8,Medium,3,0.56
944,6.23,Visual,2,5,8,Medium,1,0.2
945,5.15,Reading,6,6,6,Medium,1,0.94
946,7.47,Reading,6,6,7,Low,3,0.76
947,8.61,Kinesthetic,5,4,5,High,3,0.89
948,8.87,Visual,2,5,5,Medium,3,0.37
949,8.63,Kinesthetic,2,7,6,Medium,2,0.4
950,7.4,Reading,6,5,5,Low,1,0.75
951,9.44,Visual,6,7,4,High,2,2.16
952,6.75,Reading,4,3,5,High,2,0.49
953,6.3,Visual,3,6,4,High,0,0.77
954,5.87,Reading,4,4,6,Medium,3,0.5
955,8.62,Visual,3,3,8,Low,3,0.17
956,8.27,Kinesthetic,2,3,7,High,3,0.19
957,6.29,Visual,3,5,8,Medium,3,0.35
958,5.51,Kinesthetic,2,4,6,Low,3,0.2
959,7.16,Auditory,5,3,4,High,0,0.64
960,9.57,Reading,2,6,5,Low,1,0.3
961,5.9,Reading,4,5,6,Low,3,0.5
962,7.02,Kinesthetic,2,4,4,High,3,0.45
963,8.64,Auditory,8,7,4,High,1,2.64
964,8.21,Kinesthetic,3,5,8,Medium,1,0.29
965,5.5,Visual,5,6,6,High,2,1.03
966,6.9,Visual,5,4,7,Low,3,0.42
967,8.24,Visual,4,6,4,Low,3,0.89
968,5.74,Auditory,3,4,7,Medium,3,0.32
969,9.16,Auditory,8,6,4,Low,2,1.65
970,9.42,Auditory,6,3,8,High,1,0.42
971,5.15,Auditory,6,7,7,Low,0,0.69
972,8.24,Kinesthetic,3,4,4,High,1,0.57
973,7.89,Auditory,4,3,8,Low,0,0.17
974,6.81,Auditory,4,3,5,High,0,0.41
975,7.12,Auditory,8,4,4,Low,1,1.01
976,6.56,Visual,2,3,7,Low,1,0.11
977,9.98,Reading,5,5,6,High,1,0.79
978,8.73,Kinesthetic,7,6,6,Low,3,1.04
979,7.91,Kinesthetic,5,4,6,Low,3,0.5
980,5.64,Auditory,5,5,8,Medium,3,0.58
981,6.84,Kinesthetic,8,3,5,High,0,0.82
982,7.56,Reading,2,5,6,High,3,0.37
983,9.52,Kinesthetic,3,5,7,High,2,0.44
984,5.5,Auditory,7,5,4,Medium,0,1.25
985,8.51,Visual,5,7,7,Low,3,0.74
986,7.89,Visual,8,5,6,High,1,1.26
987,9.61,Kinesthetic,6,6,6,High,0,1.03
988,9.37,Kinesthetic,2,5,6,Medium,1,0.26
989,8.14,Auditory,4,4,6,Low,2,0.37
990,8.29,Auditory,7,6,6,Medium,0,1.0
991,9.32,Visual,7,7,5,Medium,1,1.54
992,8.63,Visual,2,6,5,Low,0,0.27
993,9.85,Kinesthetic,3,6,4,Medium,2,0.77
994,7.03,Auditory,6,5,6,Medium,3,0.93
995,5.38,Visual,8,4,4,Medium,2,1.37
996,9.06,Auditory,3,4,5,Low,3,0.36
997,5.75,Kinesthetic,7,5,5,Low,2,0.96
998,8.85,Reading,3,7,7,Low,3,0.45
999,7.98,Reading,2,7,5,Low,3,0.42
1000,8.28,Auditory,4,5,7,High,2,0.59
